"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1923376,2008000063647,7,16,2012019233765,21,3513,1190,351317,1,0,0,1,13,3,1153,0,20273,113000,5,3,4,16,6,10,1,100,1,100,210,2101,0,4,0,0,2,2,1,17,4,41,3,0,0,0,0,0,67,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1153","N/A","20273","113000","5","1-family house, detached","4","16","6","10","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 4","Grade 5 to grade 8","Grade 5","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","67"
2012,2008,201205,1923376,2008000063647,7,16,2012019233765,21,3513,1190,351317,1,0,0,1,13,3,1153,0,20273,113000,5,3,5,16,6,8,1,100,1,100,210,2101,0,4,0,0,2,2,1,15,3,33,3,0,0,0,0,0,67,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1153","N/A","20273","113000","5","1-family house, detached","5","16","6","8","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 2","Grade 1 to grade 4","Grade 3","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","67"
2012,2008,201205,1923376,2008000063647,7,16,2012019233765,21,3513,1190,351317,1,0,0,1,13,3,1153,0,20273,113000,5,3,6,16,6,5,1,100,1,100,999,9990,0,5,0,0,2,2,1,12,2,20,2,0,0,0,0,0,67,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1153","N/A","20273","113000","5","1-family house, detached","6","16","6","5","White","White","Mexican","Mexican","Not Reported","Not Reported","N/A","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Kindergarten","Kindergarten","Kindergarten","Public school","N/A","N/A","N/A","","","67"
2012,2008,201205,1923376,2008000063647,7,16,2012019233765,21,3513,1190,351317,1,0,0,1,13,3,1153,0,20273,113000,5,3,7,22,1,45,1,100,1,100,999,9990,3,6,0,0,2,1,1,16,0,0,1,3,30,1,0,0,1,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1153","N/A","20273","113000","5","1-family house, detached","7","22","1 family member present","45","White","White","Mexican","Mexican","Not Reported","Not Reported","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Nursery school to grade 4","Grade 3","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","1 percent or less of poverty threshold (including 0 or negative income)"
2012,2008,201205,1923378,2008000063740,3,13,2012019233785,21,3519,1190,351917,1,0,0,1,12,1,284,0,112038,40000,6,3,1,13,3,62,2,200,0,0,902,9020,0,3,0,0,2,1,6,61,0,0,1,3,30,1,9130,6380,501,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","284","N/A","112038","40000","6","1-family house, detached","1","13","3","62","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","12th grade, no diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","9130","6380","501 percent or more of poverty threshold"
2012,2008,201205,1923378,2008000063740,3,13,2012019233785,21,3519,1190,351917,1,0,0,1,12,1,284,0,112038,40000,6,3,2,20,3,59,2,200,0,0,902,9020,0,3,0,0,1,1,6,63,0,0,1,3,30,1,0,0,501,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","284","N/A","112038","40000","6","1-family house, detached","2","20","3","59","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","501 percent or more of poverty threshold"
2012,2008,201205,1923378,2008000063740,3,13,2012019233785,21,3519,1190,351917,1,0,0,1,12,1,284,0,112038,40000,6,3,3,26,3,41,2,200,0,0,902,9020,0,3,0,0,1,1,4,40,0,0,1,2,20,2,3920,7680,501,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","284","N/A","112038","40000","6","1-family house, detached","3","26","3","41","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 10","Grade 10","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","3920","7680","501 percent or more of poverty threshold"
2012,2008,201205,1923400,2008000064152,1,15,2012019234005,21,3502,1190,350217,1,0,0,1,12,1,962,0,2881,300000,5,8,1,15,1,85,1,100,0,0,82,820,0,3,0,0,2,1,7,71,0,0,1,3,30,1,0,0,27,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","962","N/A","2881","300000","5","10-19 family building","1","15","1 family member present","85","White","White","Not Hispanic","Not Hispanic","Norwegian","Norwegian","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","27"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,1,19,8,34,1,100,0,0,190,1900,0,3,0,0,2,1,10,101,0,0,1,1,10,2,350,8270,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","1","19","8","34","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","8270","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,2,22,8,35,1,100,0,0,190,1900,0,3,0,0,2,1,10,101,0,0,1,3,30,1,2310,7860,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","2","22","8","35","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","2310","7860","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,3,25,8,12,1,100,0,0,190,1900,1,3,0,0,2,2,2,22,4,42,3,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","3","25","8","12","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","Born abroad of American parents","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 5, 6, 7, or 8","Grade 5","Grade 5 to grade 8","Grade 6","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,4,25,8,10,1,100,0,0,190,1900,0,3,0,0,2,2,1,17,4,41,3,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","4","25","8","10","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 4","Grade 5 to grade 8","Grade 5","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,5,25,8,9,1,100,0,0,190,1900,0,3,0,0,2,2,1,15,3,33,3,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","5","25","8","9","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 2","Grade 1 to grade 4","Grade 3","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,6,24,8,7,1,100,0,0,190,1900,0,3,0,0,2,2,1,12,3,31,3,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","6","24","8","7","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Kindergarten","Grade 1 to grade 4","Grade 1","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,7,21,8,3,1,100,0,0,190,1900,0,0,0,0,2,2,0,2,1,10,2,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","7","21","8","3","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","N/A or no schooling","No schooling completed","Nursery school/preschool","Nursery school/preschool","Public school","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923401,2008000064164,8,20,2012019234015,21,3503,1190,350317,1,0,0,1,13,3,5784,0,486563,500000,13,3,8,20,8,1,1,100,0,0,190,1900,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,501,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","5784","N/A","486563","500000","13","1-family house, detached","8","20","8","1","White","White","Not Hispanic","Not Hispanic","Eastern European, nec","Eastern European, nec","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923420,2008000064663,1,12,2012019234205,21,3505,1190,350517,1,0,0,2,22,0,99999,566,5335,9999999,5,9,1,13,1,21,1,100,0,0,51,511,0,3,0,0,1,1,6,63,0,0,1,1,10,2,4510,8980,45,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","566","5335","N/A","5","20-49 family building","1","13","1 family member present","21","White","White","Not Hispanic","Not Hispanic","Italian","Italian (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4510","8980","45"
2012,2008,201205,1923426,2008000064774,1,15,2012019234265,21,3511,1190,351117,3,1,100,0,0,0,99999,0,9999999,9999999,0,0,1,15,1,41,2,200,0,0,902,9020,0,3,0,0,1,1,6,63,0,0,1,3,30,1,4220,8190,0,"Illinois","3511","Chicago, IL","351117","Group quarters--Institutions","Institution (1990, 2000, ACS/PRCS)","Institution (1990, 2000, ACS/PRCS)","N/A","N/A","N/A","Not in universe","N/A","N/A ","N/A","N/A","N/A","1","15","1 family member present","41","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","4220","8190","N/A "
2012,2008,201205,1923428,2008000064848,2,20,2012019234285,21,3510,1190,351017,1,0,0,2,22,0,99999,1238,12377,9999999,3,10,1,19,1,24,1,100,0,0,50,500,0,3,0,0,2,2,10,101,7,70,3,3,30,1,2820,9170,65,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1238","12377","N/A","3","50+ family building","1","19","1 family member present","24","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","4 years of college","Bachelor's degree","Graduate or professional school","Graduate or professional school","Private school (1960,1990-2000,ACS,PRCS)","Not in labor force","Not in Labor Force","No, not in the labor force","2820","9170","65"
2012,2008,201205,1923428,2008000064848,2,20,2012019234285,21,3510,1190,351017,1,0,0,2,22,0,99999,1238,12377,9999999,3,10,2,22,1,22,1,100,0,0,142,1420,0,3,0,0,2,2,6,63,6,60,3,3,30,1,2820,7870,41,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1238","12377","N/A","3","50+ family building","2","22","1 family member present","22","White","White","Not Hispanic","Not Hispanic","Polish","Polish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 12","Regular high school diploma","College undergraduate","College undergraduate","Private school (1960,1990-2000,ACS,PRCS)","Not in labor force","Not in Labor Force","No, not in the labor force","2820","7870","41"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,1,17,6,33,1,100,0,0,50,500,0,3,0,0,2,1,10,101,0,0,1,1,10,2,850,6970,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","1","17","6","33","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","6970","501 percent or more of poverty threshold"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,2,17,6,33,1,100,0,0,50,500,0,3,0,0,2,1,10,101,0,0,1,3,30,1,0,0,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","2","17","6","33","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","501 percent or more of poverty threshold"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,3,24,6,11,1,100,0,0,50,500,0,3,0,0,2,2,2,22,4,41,3,0,0,0,0,0,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","3","24","6","11","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 5, 6, 7, or 8","Grade 5","Grade 5 to grade 8","Grade 5","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,4,18,6,7,1,100,0,0,50,500,0,3,0,0,2,2,1,14,3,31,3,0,0,0,0,0,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","4","18","6","7","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 1","Grade 1 to grade 4","Grade 1","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,5,18,6,5,1,100,0,0,50,500,0,3,0,0,2,2,1,12,2,20,2,0,0,0,0,0,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","5","18","6","5","White","White","Not Hispanic","Not Hispanic","Irish, various subheads,","Irish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Kindergarten","Kindergarten","Kindergarten","Public school","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923437,2008000065011,6,18,2012019234375,21,3505,1190,350517,1,0,0,1,13,3,4154,0,256086,600000,8,3,6,19,6,2,1,100,0,0,999,9990,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","4154","N/A","256086","600000","8","1-family house, detached","6","19","6","2","White","White","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1923438,2008000065022,2,15,2012019234385,21,3502,1190,350217,1,0,0,1,13,3,2998,0,59465,400000,5,7,1,15,2,27,1,100,0,0,100,1000,0,3,0,0,2,1,10,101,0,0,1,1,10,2,4920,7070,394,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2998","N/A","59465","$400,000+","5","5-9 family building","1","15","2 family members present","27","White","White","Not Hispanic","Not Hispanic","Albanian","Albanian","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4920","7070","394"
2012,2008,201205,1923438,2008000065022,2,15,2012019234385,21,3502,1190,350217,1,0,0,1,13,3,2998,0,59465,400000,5,7,2,14,2,26,1,100,0,0,32,321,0,3,0,0,2,2,10,101,7,70,3,1,10,2,4600,9290,394,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","2998","N/A","59465","$400,000+","5","5-9 family building","2","14","2 family members present","26","White","White","Not Hispanic","Not Hispanic","German","German (1990-2000, ACS/PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","4 years of college","Bachelor's degree","Graduate or professional school","Graduate or professional school","Private school (1960,1990-2000,ACS,PRCS)","Employed","At work","Yes, in the labor force","4600","9290","394"
2012,2008,201205,1923441,2008000065153,4,22,2012019234415,21,3507,1190,350717,1,0,0,1,12,1,720,0,87709,500000,8,3,1,22,4,62,2,200,0,0,902,9020,0,3,0,0,2,1,6,63,0,0,1,1,12,2,350,8190,377,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","87709","500000","8","1-family house, detached","1","22","4","62","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","Has job, not working","Yes, in the labor force","","8190","377"
2012,2008,201205,1923441,2008000065153,4,22,2012019234415,21,3507,1190,350717,1,0,0,1,12,1,720,0,87709,500000,8,3,2,32,4,22,2,200,0,0,902,9020,0,3,0,0,1,1,7,71,0,0,1,3,30,1,4110,8680,377,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","87709","500000","8","1-family house, detached","2","32","4","22","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","4110","8680","377"
2012,2008,201205,1923441,2008000065153,4,22,2012019234415,21,3507,1190,350717,1,0,0,1,12,1,720,0,87709,500000,8,3,3,29,4,74,2,200,0,0,902,9020,0,3,0,0,2,1,7,71,0,0,1,3,30,1,0,0,377,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","87709","500000","8","1-family house, detached","3","29","4","74","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","377"
2012,2008,201205,1923441,2008000065153,4,22,2012019234415,21,3507,1190,350717,1,0,0,1,12,1,720,0,87709,500000,8,3,4,32,4,53,2,200,0,0,902,9020,0,3,0,0,1,1,7,71,0,0,1,1,10,2,4760,5490,377,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","87709","500000","8","1-family house, detached","4","32","4","53","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4760","5490","377"
2012,2008,201205,1923443,2008000065177,2,18,2012019234435,21,3510,1190,351017,1,0,0,2,22,0,99999,1174,48016,9999999,5,10,1,18,2,31,6,610,0,0,615,6151,3,4,0,0,2,1,11,115,0,0,1,1,10,2,3060,8190,318,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1174","48016","N/A","5","50+ family building","1","18","2 family members present","31","Other Asian or Pacific Islander","Asian Indian (Hindu 1920_1940)","Not Hispanic","Not Hispanic","Asian Indian","India (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Professional degree beyond a bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3060","8190","318"
